=== Starting Run 1/5 ===
[I 2025-11-13 19:33:29,388] A new study created in memory with name: no-name-21179eed-3aca-4cfe-af20-4f016a8bacd1
[I 2025-11-13 19:33:35,711] Trial 0 finished with value: 0.781 and parameters: {'epsilon': 0.5488135039273248, 'learning_rate': 0.7151893663724195}. Best is trial 0 with value: 0.781.
[I 2025-11-13 19:33:41,928] Trial 1 finished with value: 0.768 and parameters: {'epsilon': 0.6027633760716439, 'learning_rate': 0.5448831829968969}. Best is trial 0 with value: 0.781.
[I 2025-11-13 19:33:48,471] Trial 2 finished with value: 0.785 and parameters: {'epsilon': 0.4236547993389047, 'learning_rate': 0.6458941130666561}. Best is trial 2 with value: 0.785.
[I 2025-11-13 19:33:54,682] Trial 3 finished with value: 0.776 and parameters: {'epsilon': 0.4375872112626925, 'learning_rate': 0.8917730007820798}. Best is trial 2 with value: 0.785.
[I 2025-11-13 19:34:01,107] Trial 4 finished with value: 0.7849999999999999 and parameters: {'epsilon': 0.9636627605010293, 'learning_rate': 0.3834415188257777}. Best is trial 2 with value: 0.785.
[I 2025-11-13 19:34:07,266] Trial 5 finished with value: 0.779 and parameters: {'epsilon': 0.7917250380826646, 'learning_rate': 0.5288949197529045}. Best is trial 2 with value: 0.785.
[I 2025-11-13 19:34:13,354] Trial 6 finished with value: 0.776 and parameters: {'epsilon': 0.5680445610939323, 'learning_rate': 0.925596638292661}. Best is trial 2 with value: 0.785.
[I 2025-11-13 19:34:19,317] Trial 7 finished with value: 0.779 and parameters: {'epsilon': 0.07103605819788694, 'learning_rate': 0.08712929970154071}. Best is trial 2 with value: 0.785.
[I 2025-11-13 19:34:25,249] Trial 8 finished with value: 0.7710000000000001 and parameters: {'epsilon': 0.02021839744032572, 'learning_rate': 0.832619845547938}. Best is trial 2 with value: 0.785.
[I 2025-11-13 19:34:31,422] Trial 9 finished with value: 0.78 and parameters: {'epsilon': 0.7781567509498505, 'learning_rate': 0.8700121482468192}. Best is trial 2 with value: 0.785.
[I 2025-11-13 19:34:37,990] Trial 10 finished with value: 0.787 and parameters: {'epsilon': 0.978618342232764, 'learning_rate': 0.7991585642167236}. Best is trial 10 with value: 0.787.
[I 2025-11-13 19:34:44,210] Trial 11 finished with value: 0.7790000000000001 and parameters: {'epsilon': 0.46147936225293185, 'learning_rate': 0.7805291762864555}. Best is trial 10 with value: 0.787.
[I 2025-11-13 19:34:50,783] Trial 12 finished with value: 0.781 and parameters: {'epsilon': 0.11827442586893322, 'learning_rate': 0.6399210213275238}. Best is trial 10 with value: 0.787.
[I 2025-11-13 19:34:56,897] Trial 13 finished with value: 0.784 and parameters: {'epsilon': 0.1433532874090464, 'learning_rate': 0.9446689170495839}. Best is trial 10 with value: 0.787.
[I 2025-11-13 19:35:03,221] Trial 14 finished with value: 0.767 and parameters: {'epsilon': 0.5218483217500717, 'learning_rate': 0.4146619399905236}. Best is trial 10 with value: 0.787.
[I 2025-11-13 19:35:09,142] Trial 15 finished with value: 0.775 and parameters: {'epsilon': 0.26455561210462697, 'learning_rate': 0.7742336894342167}. Best is trial 10 with value: 0.787.
[I 2025-11-13 19:35:15,255] Trial 16 finished with value: 0.7869999999999999 and parameters: {'epsilon': 0.45615033221654855, 'learning_rate': 0.5684339488686485}. Best is trial 10 with value: 0.787.
[I 2025-11-13 19:35:21,082] Trial 17 finished with value: 0.781 and parameters: {'epsilon': 0.018789800436355142, 'learning_rate': 0.6176354970758771}. Best is trial 10 with value: 0.787.
[I 2025-11-13 19:35:27,177] Trial 18 finished with value: 0.772 and parameters: {'epsilon': 0.6120957227224214, 'learning_rate': 0.6169339968747569}. Best is trial 10 with value: 0.787.
[I 2025-11-13 19:35:33,666] Trial 19 finished with value: 0.787 and parameters: {'epsilon': 0.9437480785146242, 'learning_rate': 0.6818202991034834}. Best is trial 10 with value: 0.787.
[I 2025-11-13 19:35:40,479] Trial 20 finished with value: 0.765 and parameters: {'epsilon': 0.359507900573786, 'learning_rate': 0.43703195379934145}. Best is trial 10 with value: 0.787.
[I 2025-11-13 19:35:46,584] Trial 21 finished with value: 0.788 and parameters: {'epsilon': 0.6976311959272649, 'learning_rate': 0.06022547162926983}. Best is trial 21 with value: 0.788.
[I 2025-11-13 19:35:53,001] Trial 22 finished with value: 0.768 and parameters: {'epsilon': 0.6667667154456677, 'learning_rate': 0.6706378696181594}. Best is trial 21 with value: 0.788.
[I 2025-11-13 19:35:59,039] Trial 23 finished with value: 0.775 and parameters: {'epsilon': 0.2103825610738409, 'learning_rate': 0.1289262976548533}. Best is trial 21 with value: 0.788.
[I 2025-11-13 19:36:05,548] Trial 24 finished with value: 0.7889999999999999 and parameters: {'epsilon': 0.31542835092418386, 'learning_rate': 0.3637107709426226}. Best is trial 24 with value: 0.7889999999999999.
[I 2025-11-13 19:36:11,877] Trial 25 finished with value: 0.783 and parameters: {'epsilon': 0.5701967704178796, 'learning_rate': 0.43860151346232035}. Best is trial 24 with value: 0.7889999999999999.
[I 2025-11-13 19:36:18,473] Trial 26 finished with value: 0.782 and parameters: {'epsilon': 0.9883738380592262, 'learning_rate': 0.10204481074802807}. Best is trial 24 with value: 0.7889999999999999.
[I 2025-11-13 19:36:24,559] Trial 27 finished with value: 0.769 and parameters: {'epsilon': 0.2088767560948347, 'learning_rate': 0.16130951788499626}. Best is trial 24 with value: 0.7889999999999999.
[I 2025-11-13 19:36:31,452] Trial 28 finished with value: 0.776 and parameters: {'epsilon': 0.6531083254653984, 'learning_rate': 0.2532916025397821}. Best is trial 24 with value: 0.7889999999999999.
[I 2025-11-13 19:36:37,629] Trial 29 finished with value: 0.7780000000000001 and parameters: {'epsilon': 0.4663107728563063, 'learning_rate': 0.24442559200160274}. Best is trial 24 with value: 0.7889999999999999.
[I 2025-11-13 19:36:43,547] Trial 30 finished with value: 0.7700000000000001 and parameters: {'epsilon': 0.15896958364551972, 'learning_rate': 0.11037514116430513}. Best is trial 24 with value: 0.7889999999999999.
[I 2025-11-13 19:36:49,541] Trial 31 finished with value: 0.7649999999999999 and parameters: {'epsilon': 0.6563295894652734, 'learning_rate': 0.1381829513486138}. Best is trial 24 with value: 0.7889999999999999.
[I 2025-11-13 19:36:55,296] Trial 32 finished with value: 0.781 and parameters: {'epsilon': 0.1965823616800535, 'learning_rate': 0.3687251706609641}. Best is trial 24 with value: 0.7889999999999999.
[I 2025-11-13 19:37:01,768] Trial 33 finished with value: 0.7849999999999999 and parameters: {'epsilon': 0.8209932298479351, 'learning_rate': 0.09710127579306127}. Best is trial 24 with value: 0.7889999999999999.
[I 2025-11-13 19:37:08,270] Trial 34 finished with value: 0.8 and parameters: {'epsilon': 0.8379449074988039, 'learning_rate': 0.09609840789396307}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:37:14,682] Trial 35 finished with value: 0.7799999999999999 and parameters: {'epsilon': 0.9764594650133958, 'learning_rate': 0.4686512016477016}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:37:21,108] Trial 36 finished with value: 0.7790000000000001 and parameters: {'epsilon': 0.9767610881903371, 'learning_rate': 0.604845519745046}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:37:27,527] Trial 37 finished with value: 0.7809999999999999 and parameters: {'epsilon': 0.7392635793983017, 'learning_rate': 0.039187792254320675}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:37:33,939] Trial 38 finished with value: 0.7779999999999999 and parameters: {'epsilon': 0.2828069625764096, 'learning_rate': 0.1201965612131689}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:37:40,053] Trial 39 finished with value: 0.7879999999999999 and parameters: {'epsilon': 0.29614019752214493, 'learning_rate': 0.11872771895424405}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:37:46,115] Trial 40 finished with value: 0.779 and parameters: {'epsilon': 0.317983179393976, 'learning_rate': 0.41426299451466997}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:37:51,850] Trial 41 finished with value: 0.7769999999999999 and parameters: {'epsilon': 0.06414749634878436, 'learning_rate': 0.6924721193700198}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:37:58,223] Trial 42 finished with value: 0.782 and parameters: {'epsilon': 0.5666014542065752, 'learning_rate': 0.2653894909394454}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:38:04,939] Trial 43 finished with value: 0.783 and parameters: {'epsilon': 0.5232480534666997, 'learning_rate': 0.09394051075844168}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:38:11,617] Trial 44 finished with value: 0.761 and parameters: {'epsilon': 0.5759464955561793, 'learning_rate': 0.9292961975762141}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:38:17,847] Trial 45 finished with value: 0.778 and parameters: {'epsilon': 0.31856895245132366, 'learning_rate': 0.6674103799636817}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:38:23,947] Trial 46 finished with value: 0.782 and parameters: {'epsilon': 0.13179786240439217, 'learning_rate': 0.7163272041185655}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:38:30,378] Trial 47 finished with value: 0.7830000000000001 and parameters: {'epsilon': 0.2894060929472011, 'learning_rate': 0.18319136200711683}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:38:36,890] Trial 48 finished with value: 0.772 and parameters: {'epsilon': 0.5865129348100832, 'learning_rate': 0.020107546187493552}. Best is trial 34 with value: 0.8.
[I 2025-11-13 19:38:43,839] Trial 49 finished with value: 0.776 and parameters: {'epsilon': 0.8289400292173631, 'learning_rate': 0.004695476192547066}. Best is trial 34 with value: 0.8.
Run 1 completed:
  Best value: 0.8000
  Best params: {'epsilon': 0.8379449074988039, 'learning_rate': 0.09609840789396307}

=== Starting Run 2/5 ===
[I 2025-11-13 19:38:43,839] A new study created in memory with name: no-name-0363a3df-caed-4885-9811-5a82224b8b16
[I 2025-11-13 19:38:50,215] Trial 0 finished with value: 0.777 and parameters: {'epsilon': 0.417022004702574, 'learning_rate': 0.7203244934421581}. Best is trial 0 with value: 0.777.
[I 2025-11-13 19:38:56,396] Trial 1 finished with value: 0.772 and parameters: {'epsilon': 0.00011437481734488664, 'learning_rate': 0.30233257263183977}. Best is trial 0 with value: 0.777.
[I 2025-11-13 19:39:02,301] Trial 2 finished with value: 0.7849999999999999 and parameters: {'epsilon': 0.14675589081711304, 'learning_rate': 0.0923385947687978}. Best is trial 2 with value: 0.7849999999999999.
[I 2025-11-13 19:39:08,271] Trial 3 finished with value: 0.776 and parameters: {'epsilon': 0.1862602113776709, 'learning_rate': 0.34556072704304774}. Best is trial 2 with value: 0.7849999999999999.
[I 2025-11-13 19:39:14,701] Trial 4 finished with value: 0.784 and parameters: {'epsilon': 0.39676747423066994, 'learning_rate': 0.538816734003357}. Best is trial 2 with value: 0.7849999999999999.
[I 2025-11-13 19:39:21,647] Trial 5 finished with value: 0.766 and parameters: {'epsilon': 0.4191945144032948, 'learning_rate': 0.6852195003967595}. Best is trial 2 with value: 0.7849999999999999.
[I 2025-11-13 19:39:28,128] Trial 6 finished with value: 0.795 and parameters: {'epsilon': 0.20445224973151743, 'learning_rate': 0.8781174363909454}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:39:33,964] Trial 7 finished with value: 0.778 and parameters: {'epsilon': 0.027387593197926163, 'learning_rate': 0.6704675101784022}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:39:40,528] Trial 8 finished with value: 0.779 and parameters: {'epsilon': 0.41730480236712697, 'learning_rate': 0.5586898284457517}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:39:46,622] Trial 9 finished with value: 0.7689999999999999 and parameters: {'epsilon': 0.14038693859523377, 'learning_rate': 0.1981014890848788}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:39:52,932] Trial 10 finished with value: 0.7949999999999999 and parameters: {'epsilon': 0.8007445686755367, 'learning_rate': 0.9682615757193975}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:39:59,065] Trial 11 finished with value: 0.781 and parameters: {'epsilon': 0.31342417815924284, 'learning_rate': 0.6923226156693141}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:40:05,264] Trial 12 finished with value: 0.779 and parameters: {'epsilon': 0.8763891522960383, 'learning_rate': 0.8946066635038473}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:40:11,497] Trial 13 finished with value: 0.772 and parameters: {'epsilon': 0.08504421136977791, 'learning_rate': 0.03905478323288236}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:40:17,535] Trial 14 finished with value: 0.7710000000000001 and parameters: {'epsilon': 0.1698304195645689, 'learning_rate': 0.8781425034294131}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:40:23,618] Trial 15 finished with value: 0.79 and parameters: {'epsilon': 0.0983468338330501, 'learning_rate': 0.42110762500505217}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:40:30,486] Trial 16 finished with value: 0.7769999999999999 and parameters: {'epsilon': 0.9578895301505019, 'learning_rate': 0.5331652849730171}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:40:36,704] Trial 17 finished with value: 0.7849999999999999 and parameters: {'epsilon': 0.6918771139504734, 'learning_rate': 0.31551563100606295}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:40:43,007] Trial 18 finished with value: 0.7899999999999999 and parameters: {'epsilon': 0.6865009276815837, 'learning_rate': 0.8346256718973729}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:40:48,725] Trial 19 finished with value: 0.7779999999999999 and parameters: {'epsilon': 0.018288277344191806, 'learning_rate': 0.7501443149449675}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:40:55,393] Trial 20 finished with value: 0.7849999999999999 and parameters: {'epsilon': 0.9888610889064947, 'learning_rate': 0.7481656543798394}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:41:01,545] Trial 21 finished with value: 0.793 and parameters: {'epsilon': 0.2804439920644052, 'learning_rate': 0.7892793284514885}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:41:08,044] Trial 22 finished with value: 0.783 and parameters: {'epsilon': 0.10322600657764203, 'learning_rate': 0.44789352617590517}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:41:14,985] Trial 23 finished with value: 0.79 and parameters: {'epsilon': 0.9085955030930956, 'learning_rate': 0.2936141483736795}. Best is trial 6 with value: 0.795.
[I 2025-11-13 19:41:20,973] Trial 24 finished with value: 0.788 and parameters: {'epsilon': 0.28777533858634874, 'learning_rate': 0.13002857211827767}. Best is trial 6 with value: 0.795.
